0.010000 -0.000016 0.000635
-0.002035 0.009791 0.000635
0.001150 0.009934 0.000635
0.009645 -0.002640 0.000635
-0.009685 -0.002490 0.000635
0.000624 -0.009980 0.000635
-0.004008 0.009162 0.000635
-0.009924 -0.001233 0.000635
-0.009882 0.001531 0.000635
0.001771 0.009842 0.000635
0.009819 0.001894 0.000635
0.003438 0.009391 0.000635
-0.008765 -0.004814 0.000635
-0.005060 -0.008625 0.000635
-0.009283 -0.003718 0.000635
-0.002882 0.009576 0.000635
0.009229 0.003851 0.000635
-0.001538 -0.009881 0.000635
-0.002250 -0.009744 0.000635
-0.003134 -0.009496 0.000635
0.006880 0.007257 0.000635
0.002622 0.009650 0.000635
0.008665 0.004991 0.000635
-0.009560 -0.002933 0.000635
-0.002617 0.009651 0.000635
0.001433 0.009897 0.000635
0.006339 0.007734 0.000635
-0.003859 -0.009225 0.000635
-0.009317 0.003633 0.000635
-0.003757 0.009267 0.000635
0.004120 0.009112 0.000635
-0.000578 -0.009983 0.000635
0.005315 0.008470 0.000635
-0.006944 -0.007196 0.000635
-0.003198 -0.009475 0.000635
0.008440 0.005364 0.000635
0.008263 0.005632 0.000635
-0.009874 0.001585 0.000635
0.001722 -0.009851 0.000635
0.009925 -0.001226 0.000635
0.004862 -0.008738 0.000635
-0.000372 -0.009993 0.000635
-0.007749 0.006321 0.000635
-0.005709 0.008210 0.000635
-0.007581 -0.006521 0.000635
-0.010000 0.000069 0.000635
0.006151 0.007884 0.000635
-0.003727 0.009279 0.000635
0.000498 0.009988 0.000635
-0.009301 0.003674 0.000635
-0.006150 -0.007885 0.000635
-0.009388 -0.003445 0.000635
-0.006259 -0.007799 0.000635
0.008230 0.005681 0.000635
0.009366 0.003505 0.000635
0.007047 0.007095 0.000635
0.004226 0.009063 0.000635
-0.005121 -0.008589 0.000635
0.003623 0.009321 0.000635
0.009752 -0.002215 0.000635
0.006805 0.007327 0.000635
-0.007056 0.007086 0.000635
0.004334 0.009012 0.000635
-0.007165 -0.006976 0.000635
-0.009314 0.003639 0.000635
0.009995 -0.000324 0.000635
-0.000371 0.009993 0.000635
-0.008884 -0.004591 0.000635
0.003588 0.009334 0.000635
0.005915 0.008063 0.000635
0.007213 0.006926 0.000635
0.009848 0.001738 0.000635
0.004702 -0.008825 0.000635
-0.007697 -0.006384 0.000635
-0.008471 0.005315 0.000635
0.005731 -0.008195 0.000635
0.008721 0.004893 0.000635
-0.009915 0.001303 0.000635
-0.009845 0.001752 0.000635
0.009927 -0.001203 0.000635
0.002930 0.009561 0.000635
-0.005696 -0.008219 0.000635
-0.007708 -0.006371 0.000635
0.001020 -0.009948 0.000635
0.000556 0.009985 0.000635
0.009699 -0.002434 0.000635
-0.005148 0.008573 0.000635
0.006792 -0.007339 0.000635
0.005045 0.008634 0.000635
-0.007845 -0.006201 0.000635
-0.007550 -0.006558 0.000635
-0.009998 0.000182 0.000635
-0.009710 0.002389 0.000635
-0.008764 -0.004815 0.000635
0.009584 -0.002855 0.000635
-0.001881 0.009822 0.000635
-0.003050 0.009523 0.000635
-0.003147 0.009492 0.000635
0.005782 -0.008159 0.000635
-0.009713 -0.002380 0.000635
0.002342 0.009722 0.000635
-0.002483 0.009687 0.000635
0.000550 0.009985 0.000635
-0.009601 0.002796 0.000635
-0.009302 0.003670 0.000635
0.003413 -0.009400 0.000635
-0.002030 0.009792 0.000635
0.009198 -0.003923 0.000635
0.006674 0.007447 0.000635
-0.008070 0.005906 0.000635
-0.001480 -0.009890 0.000635
-0.003472 -0.009378 0.000635
0.007358 0.006772 0.000635
-0.004175 -0.009087 0.000635
0.009918 -0.001275 0.000635
-0.009361 -0.003518 0.000635
0.009609 -0.002769 0.000635
0.001282 -0.009918 0.000635
-0.005413 -0.008408 0.000635
-0.008817 -0.004717 0.000635
0.005202 0.008540 0.000635
0.009545 -0.002981 0.000635
-0.007320 -0.006813 0.000635
0.009957 -0.000926 0.000635
-0.009999 -0.000146 0.000635
-0.009444 -0.003288 0.000635
-0.003586 -0.009335 0.000635
-0.008931 -0.004498 0.000635
-0.006458 -0.007635 0.000635
0.001815 0.009834 0.000635
-0.009996 0.000273 0.000635
0.009902 0.001394 0.000635
-0.000714 -0.009974 0.000635
-0.008693 0.004944 0.000635
-0.009245 0.003812 0.000635
-0.008849 -0.004658 0.000635
-0.004134 0.009106 0.000635
0.009277 -0.003734 0.000635
0.008948 0.004465 0.000635
-0.009957 -0.000925 0.000635
0.006816 0.007317 0.000635
0.006653 0.007466 0.000635
-0.000954 0.009954 0.000635
-0.008436 -0.005370 0.000635
-0.009423 -0.003348 0.000635
0.004009 0.009161 0.000635
-0.008947 -0.004466 0.000635
-0.008276 -0.005613 0.000635
-0.004856 0.008742 0.000635
0.007458 -0.006662 0.000635
-0.008124 -0.005831 0.000635
0.009970 0.000769 0.000635
-0.001003 0.009950 0.000635
0.010000 -0.000002 0.000635
-0.009955 0.000944 0.000635
-0.007169 -0.006972 0.000635
0.009376 0.003476 0.000635
-0.007123 0.007019 0.000635
0.001639 -0.009865 0.000635
-0.011250 0.016536 0.000489
