0.010000 -0.000016 0.050000 0.000508 
-0.004070 0.019581 -0.120000 0.000341 
0.002300 0.019867 -0.030000 0.000533 
0.019290 -0.005280 -0.310000 0.000051 
-0.029055 -0.007469 0.160000 0.000243 
0.001873 -0.029941 0.150000 0.000265 
-0.012025 0.027485 0.220000 0.000135 
-0.029771 -0.003699 0.010000 0.000543 
-0.039528 0.006126 -0.180000 0.000200 
0.007083 0.039368 -0.110000 0.000359 
0.039276 0.007578 0.020000 0.000531 
0.013751 0.037562 -0.010000 0.000537 
-0.043826 -0.024069 0.070000 0.000450 
-0.025299 -0.043127 0.170000 0.000217 
-0.046416 -0.018590 0.140000 0.000283 
-0.014409 0.047879 0.320000 0.000044 
0.046144 0.019255 0.040000 0.000504 
-0.007692 -0.049405 -0.380000 0.000022 
-0.013498 -0.058462 -0.090000 0.000400 
-0.018804 -0.056977 -0.080000 0.000423 
0.041280 0.043542 -0.170000 0.000215 
0.015731 0.057901 0.030000 0.000512 
0.051991 0.029948 0.230000 0.000118 
-0.057362 -0.017596 -0.230000 0.000118 
-0.018319 0.067560 -0.080000 0.000419 
0.010029 0.069278 -0.040000 0.000494 
0.044371 0.054141 -0.160000 0.000233 
-0.027012 -0.064578 -0.040000 0.000494 
-0.065216 0.025433 0.130000 0.000300 
-0.026298 0.064872 -0.210000 0.000144 
0.028842 0.063782 0.060000 0.000461 
-0.004049 -0.069883 0.140000 0.000277 
0.042522 0.067763 -0.070000 0.000436 
-0.055551 -0.057568 0.070000 0.000436 
-0.025582 -0.075800 -0.180000 0.000192 
0.067517 0.042912 0.080000 0.000415 
0.066106 0.045056 0.060000 0.000456 
-0.078989 0.012677 0.160000 0.000231 
0.013773 -0.078806 0.330000 0.000038 
0.079396 -0.009809 -0.100000 0.000369 
0.043760 -0.078645 0.010000 0.000511 
-0.003344 -0.089938 -0.250000 0.000093 
-0.069743 0.056886 -0.110000 0.000341 
-0.051379 0.073893 0.250000 0.000093 
-0.068228 -0.058693 0.320000 0.000042 
-0.089998 0.000625 0.050000 0.000469 
0.055362 0.070958 0.110000 0.000341 
-0.033545 0.083515 0.020000 0.000506 
0.004483 0.089888 -0.210000 0.000141 
-0.083707 0.033064 -0.100000 0.000365 
-0.061502 -0.078851 0.070000 0.000428 
-0.093880 -0.034446 -0.140000 0.000269 
-0.062592 -0.077989 0.180000 0.000188 
0.082297 0.056809 -0.040000 0.000480 
0.093656 0.035052 -0.050000 0.000465 
0.070471 0.070950 0.180000 0.000188 
0.042255 0.090634 0.270000 0.000074 
-0.051212 -0.085891 0.030000 0.000492 
0.036226 0.093208 0.070000 0.000428 
0.097517 -0.022146 -0.130000 0.000292 
0.074856 0.080602 -0.270000 0.000073 
-0.077613 0.077950 -0.140000 0.000266 
0.047674 0.099132 0.100000 0.000358 
-0.078814 -0.076736 -0.340000 0.000033 
-0.102456 0.040034 0.190000 0.000169 
0.109942 -0.003562 0.070000 0.000424 
-0.004081 0.109924 -0.010000 0.000501 
-0.097723 -0.050499 0.020000 0.000496 
0.039468 0.102676 -0.010000 0.000501 
0.065066 0.088693 0.210000 0.000139 
0.079348 0.076183 -0.070000 0.000424 
0.118175 0.020851 -0.080000 0.000399 
0.056427 -0.105906 0.010000 0.000496 
-0.092364 -0.076609 -0.150000 0.000242 
-0.101650 0.063776 0.040000 0.000470 
0.068770 -0.098340 -0.220000 0.000124 
0.104651 0.058722 -0.110000 0.000331 
-0.118977 0.015639 0.030000 0.000482 
-0.118145 0.021019 -0.140000 0.000264 
0.119128 -0.014441 -0.020000 0.000491 
0.035164 0.114732 -0.220000 0.000124 
-0.068355 -0.098629 0.260000 0.000081 
-0.100200 -0.082825 0.070000 0.000415 
0.013254 -0.129323 -0.060000 0.000434 
0.007234 0.129799 0.060000 0.000434 
0.126091 -0.031641 -0.100000 0.000351 
-0.066918 0.111454 0.040000 0.000465 
0.088299 -0.095411 -0.140000 0.000261 
0.065579 0.112247 -0.080000 0.000395 
-0.101987 -0.080614 -0.100000 0.000351 
-0.098147 -0.085248 0.160000 0.000220 
-0.129978 0.002370 0.190000 0.000166 
-0.126236 0.031056 0.210000 0.000136 
-0.113936 -0.062599 -0.100000 0.000351 
0.124590 -0.037114 -0.070000 0.000415 
-0.026329 0.137502 -0.480000 0.000006 
-0.042704 0.133328 -0.090000 0.000369 
-0.044058 0.132887 0.150000 0.000238 
0.080951 -0.114223 -0.040000 0.000461 
-0.135978 -0.033318 0.120000 0.000302 
0.032792 0.136105 0.000000 0.000488 
-0.034761 0.135616 -0.150000 0.000238 
0.007695 0.139788 -0.170000 0.000199 
-0.134418 0.039137 0.020000 0.000481 
-0.130230 0.051383 -0.120000 0.000302 
0.047779 -0.131595 -0.020000 0.000481 
-0.028416 0.137086 -0.010000 0.000486 
0.128778 -0.054920 0.300000 0.000051 
0.100115 0.111701 0.010000 0.000481 
-0.121044 0.088591 0.070000 0.000407 
-0.022197 -0.148349 0.130000 0.000277 
-0.052077 -0.140670 0.170000 0.000197 
0.110368 0.101581 0.050000 0.000442 
-0.062630 -0.136299 0.070000 0.000407 
0.148775 -0.019130 -0.310000 0.000045 
-0.140413 -0.052766 -0.150000 0.000235 
0.144136 -0.041530 -0.290000 0.000056 
0.019224 -0.148763 0.040000 0.000456 
-0.081201 -0.126121 0.060000 0.000425 
